Price,$ per sqr meter,Boat Type,Manufacturer,Type,Year Built,Length,Width,Meter Squared,Material,Location,Number of views last 7 days,Latitude,Longitude
97272.63,5125.006849,Sport Boat,Regal power boats,"new boat from stock,Unleaded",2021,7.3,2.6,18.98,GRP,Switzerland Ã‚Â» Lake of Zurich Ã‚Â» Altendorf,196,47.1914822,8.8299043
96824,4121.924223,Sport Boat,Invictus power boats,"Display Model,Unleaded",2020,8.7,2.7,23.49,GRP,Switzerland Ã‚Â» Lago Maggiore Ã‚Â» Locarno,147,46.1669988,8.7942643
96824,2675.39824,Motor Yacht,Fairline power boats,"Used boat,Diesel",2004,10.49,3.45,36.1905,GRP,Germany Ã‚Â» GlÃƒÂ¼ckstadt,275,51.165691,10.451526
96040,2018.596987,Flybridge,Cranchi power boats,"Used boat,Diesel",1995,12.39,3.84,47.5776,GRP,Croatia (Hrvatska) Ã‚Â» INFO DD-YACHTING,109,45.1,15.2
96040,1659.065782,Flybridge,Hoya power boats,"Used boat,Diesel",1989,13.4,4.32,57.888,GRP,Germany Ã‚Â» DÃƒÂ¼sseldorf,86,51.165691,10.451526
96040,2653.735096,Motor Yacht,Fairline power boats,"Used boat,Diesel",2000,10.49,3.45,36.1905,GRP,Portugal Ã‚Â» Lisbon,118,38.7375703,-9.1245698
96040,2014.240622,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2008,11.95,3.99,47.6805,GRP,Croatia (Hrvatska),76,45.1,15.2
96040,2009.196614,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2008,11.98,3.99,47.8002,GRP,Croatia (Hrvatska) Ã‚Â» INFO DD-YACHTING,140,45.1,15.2
96040,2182.727273,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2008,11,4,44,GRP,Croatia (Hrvatska) Ã‚Â» Kvarner,144,44.9,14.6
96040,3757.43349,Motor Yacht,Paragon power boats,"Used boat,Diesel",2009,8.52,3,25.56,GRP,Netherlands Ã‚Â» Flevoland Ã‚Â» Lelystad,582,52.518537,5.471422
96040,3778.870746,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2016,8.5,2.99,25.415,GRP,Novi Vinodolski,317,45.1285255,14.7897992
96040,2015.001311,Flybridge,Dellapasqua power boats,"Used boat,Diesel",2006,12.71,3.75,47.6625,GRP,Italy Ã‚Â» Lazio Ã‚Â» Lazio,72,41.6552418,12.989615
96040,3063.476874,Offshore Boat,Grady White Boats power boats,"Used boat,Gas",1998,9.5,3.3,31.35,GRP,Hungary Ã‚Â» Hungary,146,47.162494,19.503304
95942,4694.961121,Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",2007,7.89,2.59,20.4351,GRP,Germany Ã‚Â» Hamburg Ã‚Â» HAMBURG,80,53.5510846,9.9936818
95942,3198.066667,Motor Yacht,Four Winns power boats,"Used boat,Diesel",2009,10,3,30,GRP,Croatia (Hrvatska) Ã‚Â» Dalmatia,89,45.1,15.2
95942,3198.066667,Motor Yacht,Four Winns power boats,"Used boat,Diesel",2009,10,3,30,GRP,Croatia,197,45.1,15.2
95795,3961.745244,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,8.06,3,24.18,GRP,Germany Ã‚Â» Niedersachsen Ã‚Â» Hannover,77,52.3758916,9.7320104
94962,4647.004419,Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",2007,7.89,2.59,20.4351,GRP,Germany Ã‚Â» Hamburg Ã‚Â» HAMBURG,93,53.5510846,9.9936818
94570,5271.460424,Runabout,Comitti power boats,"Used boat,Unleaded",2016,7.8,2.3,17.94,GRP,Switzerland Ã‚Â» Lake Constance Ã‚Â» Salmsach,290,47.5547407,9.370913
94345.58,2739.418699,Motor Yacht,Jeanneau power boats,"new boat from stock,Unleaded",2007,10.5,3.28,34.44,GRP,Germany Ã‚Â» 2,67,51.165691,10.451526
94549,5395.092725,Wakeboard/Wakesurf,Centurion power boats,"Used boat,Unleaded",2020,7.01,2.5,17.525,GRP,Switzerland Ã‚Â» Lake Geneva Ã‚Â» PrÃƒÂ©verenges,315,46.4414195,6.5295235
94080,3543.262604,Pontoon Boat,Quicksilver (Brunswick Marine) power boats,"Display Model,Unleaded",2018,8.91,2.98,26.5518,GRP,Italy Ã‚Â» Friuli Venezia Giulia Ã‚Â» Marina Lepanto - Monfalcone GO,146,45.7969357,13.5625686
94080,5085.405405,Bowrider,Regal power boats,"new boat from stock,Unleaded",2007,7.4,2.5,18.5,GRP,"Germany Ã‚Â» BOOTSSERVICE ENK TREIS MOSEL BOO, BOOTSSERVICE ENK",64,50.1694204,7.29313
94080,2674.626866,Motor Yacht,Sealine power boats,"Used boat,Diesel",2004,10.5,3.35,35.175,GRP,Germany Ã‚Â» Kressbronn - Gohren,233,47.5948134,9.5679578
94079.02,4526.838446,Cabin Boat,Bayliner power boats,"new boat on order,Unleaded",2020,8.15,2.55,20.7825,GRP,Germany Ã‚Â» Kiel,64,54.3232927,10.1227652
93982,1957.958333,Motor Yacht,Cruisers Yachts power boats,"Used boat,Diesel",2000,12,4,48,GRP,Croatia (Hrvatska) Ã‚Â» Istra,72,45.1,15.2
93874.2,3814.830317,Pilothouse,BÃƒÂ©nÃƒÂ©teau power boats,"new boat from stock,Unleaded",2020,8.23,2.99,24.6077,GRP,Austria Ã‚Â» Wiener Neustadt,118,47.80279,16.23318
93688,5158.746765,Sport Boat,Sea Ray power boats,"new boat on order,Unleaded",2021,7.15,2.54,18.161,GRP,Germany Ã‚Â» Baden-WÃƒÂ¼rttemberg Ã‚Â» Allensbach am Bodensee,103,47.7171871,9.0663457
93100,2540.84178,Flybridge,Rodman power boats,"Used boat,Diesel",2006,10.59,3.46,36.6414,GRP,Croatia (Hrvatska),50,45.1,15.2
93100,2477.117923,Motor Yacht,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Diesel",2002,10.8,3.48,37.584,GRP,Portugal,34,39.399872,-8.224454
93100,1687.538858,Flybridge,Fairline power boats,"Used boat,Diesel",1993,13.23,4.17,55.1691,GRP,Portugal Ã‚Â» Lisbon,51,38.7375703,-9.1245698
93100,2086.20906,Motor Yacht,Raffaelli power boats,"Used boat,Diesel",2001,12.26,3.64,44.6264,GRP,Italy Ã‚Â» NÃƒÂ¤he Ancona,161,41.87194,12.56738
93100,2238.669591,Flybridge,Jeanneau power boats,"Used boat,Diesel",2003,10.83,3.84,41.5872,GRP,Italy Ã‚Â» INFO DD-YACHTING,143,41.87194,12.56738
93100,2238.841862,Flybridge,Sealine power boats,"Used boat,Diesel",1996,11.3,3.68,41.584,GRP,Croatia (Hrvatska) Ã‚Â» Dalmatia,108,45.1,15.2
93100,3296.193622,Sport Boat,Novurania power boats,"Used boat,Diesel",2012,9.51,2.97,28.2447,GRP,Spain Ã‚Â» Costa Blanca Ã‚Â» Alicante,84,38.3459963,-0.4906855
93100,4664.702581,Bowrider,Sessa power boats,"Used boat,Gas",2016,7.56,2.64,19.9584,GRP,Spain Ã‚Â» Ibiza y Formentera Ã‚Â» Ibiza,94,38.6964006,1.4531355
93100,1918.83592,Motor Yacht,Innovazioni e Progetti power boats,"Used boat,Diesel",2000,11.98,4.05,48.519,GRP,Croatia (Hrvatska),73,45.1,15.2
93100,2671.832401,Motor Yacht,Linssen power boats,"Used boat,Diesel",1997,10.1,3.45,34.845,GRP,Germany Ã‚Â» NRW,122,51.4332367,7.6615938
93100,2030.844404,Motor Yacht,Innovazioni e Progetti power boats,Used boat,2002,12.39,3.7,45.843,GRP,Italy Ã‚Â» Mare Adriatico,102,40.6175197,14.8597944
93100,3230.115361,Motor Yacht,Chaparral power boats,Used boat,2010,9.45,3.05,28.8225,GRP,Croatia (Hrvatska) Ã‚Â» Croatia,139,45.1,15.2
93100,1929.933665,Motor Yacht,Fiart Mare power boats,Used boat,2000,12,4.02,48.24,GRP,Italy Ã‚Â» Campania Ã‚Â» Campania,77,40.6670887,15.1068113
93100,3422.492133,Flybridge,Colombo power boats,"Used boat,Unleaded",1991,9.19,2.96,27.2024,GRP,Italy Ã‚Â» Lago di Garda,57,45.6049385,10.6351414
93100,2706.481893,Motor Yacht,Birchwood power boats,"Used boat,Diesel",2000,10.33,3.33,34.3989,GRP,Germany Ã‚Â» INFO DD-YACHTING,58,51.7189262,7.8198655
93100,2235.326319,Motor Yacht,Tornado power boats,"Used boat,Diesel",2006,10.79,3.86,41.6494,GRP,Italy Ã‚Â» Lazio Ã‚Â» Lazio,84,41.6552418,12.989615
93100,2235.326319,Motor Yacht,Tornado power boats,"Used boat,Diesel",2006,10.79,3.86,41.6494,GRP,Italy Ã‚Â» Toscana Ã‚Â» Toscana,104,43.7710513,11.2486208
93100,6600.496278,Sport Boat,Frauscher power boats,"new boat from stock,Electric",2007,6.5,2.17,14.105,GRP,Austria Ã‚Â» REIFNITZ AM WÃƒÂ–RTHERSEE,150,46.6064113,14.1825741
93100,4398.771557,Sport Boat,Quicksilver power boats,"Used boat,Unleaded",2017,8.3,2.55,21.165,GRP,Germany Ã‚Â» INFO DD-YACHTING,112,51.7189262,7.8198655
93100,1703.599334,Flybridge,Fairline power boats,"Used boat,Diesel",1991,12.95,4.22,54.649,GRP,Croatia (Hrvatska),47,45.1,15.2
93100,1989.316239,"Cabin Boat,Flybridge,Motor Yacht",Dellapasqua power boats,"Used boat,Diesel",1996,12,3.9,46.8,GRP,Germany Ã‚Â» Schierstein,337,50.0445973,8.1962967
92022,5082.684341,Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",2020,7.1,2.55,18.105,GRP,Austria Ã‚Â» Linz Schauraum TopYacht,53,48.3086529,14.3222614
91926.38,5013.847119,Bowrider,Four Winns power boats,"new boat from stock,Unleaded",2019,7.19,2.55,18.3345,GRP,Switzerland Ã‚Â» Stansstad,159,46.977594,8.3374207
85000,2057.971857,Motor Yacht,Sunseeker power boats,"Used boat,Unleaded",1989,13.41,3.08,41.3028,GRP,France Ã‚Â» Cannes,253,43.552847,7.017369
91045.5,3765.322581,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,8.06,3,24.18,GRP,Switzerland Ã‚Â» Neuenburgersee Ã‚Â» Concise,268,46.9106751,6.8721318
90650,1902.237779,Motor Yacht,Cranchi power boats,"Used boat,Diesel",1998,12.41,3.84,47.6544,GRP,Portugal Ã‚Â» Lisbon,111,38.7375703,-9.1245698
90650,1342.962963,Motor Yacht,Sea Ray power boats,"Used boat,Diesel",1990,15,4.5,67.5,GRP,Netherlands Ã‚Â» NÃƒÂ¤he Rotterdamm,107,52.132633,5.291266
90909,4600.657895,Sport Boat,Monterey power boats,"new boat from stock,Unleaded",2017,7.6,2.6,19.76,GRP,Switzerland Ã‚Â» Bielersee Ã‚Â» 3421 Lyssach,107,47.0655239,7.5819234
90558.86,4837.597624,Wakeboard/Wakesurf,Glastron power boats,"new boat from stock,Unleaded",2018,7.37,2.54,18.7198,GRP,Switzerland Ã‚Â» Lake Constance Ã‚Â» Uttwil,241,47.5834988,9.3404976
90425.58,2686.121079,Motor Yacht,Jeanneau power boats,new boat from stock,2020,10.52,3.2,33.664,GRP,Germany Ã‚Â» BÃƒÂ¶nningstedt,117,54.9347783,8.3226975
90297.2,4734.046346,Cabin Boat,Bayliner power boats,"new boat from stock,Unleaded",2020,7.48,2.55,19.074,GRP,Germany Ã‚Â» Lake Constance Ã‚Â» Konstanz,246,47.6688613,9.1615886
90160,5006.802721,"Cabin Boat,Classic",Nordic power boats,"Used boat,Diesel",2010,7.35,2.45,18.0075,GRP,Denmark Ã‚Â» Oresund Ã‚Â» Skovshoved,281,55.761605,12.595307
90159.02,3395.589753,Pilothouse,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,8.91,2.98,26.5518,GRP,Germany Ã‚Â» Kieler Bucht mit Fehmarn Ã‚Â» Kiel,223,54.52,10.406667
88200,1590.909091,Motor Yacht,Bayliner power boats,"Used boat,Diesel",2000,13.2,4.2,55.44,GRP,Italy,169,41.87194,12.56738
88200,3573.888731,Fishing Boat,Boston Whaler power boats,"Used boat,Unleaded",2008,8.51,2.9,24.679,GRP,Italy Ã‚Â» Campania Ã‚Â» Campania,39,40.6670887,15.1068113
88200,2121.00808,Pilothouse,Sealine power boats,"Used boat,Diesel",2001,11.3,3.68,41.584,GRP,Italy Ã‚Â» Lombardia - Trentino Alto Adige Ã‚Â» Moniga del Garda (BS),212,45.5266444,10.5346349
88200,2259.221311,Flybridge,Jeanneau power boats,"Used boat,Diesel",2005,9.76,4,39.04,GRP,Spain Ã‚Â» Valencia,88,39.4699075,-0.3762881
88200,4021.887825,Motor Yacht,SBM power boats,"Used boat,Diesel",2015,8.6,2.55,21.93,GRP,Germany Ã‚Â» Berlin Ã‚Â» Raum Berlin,58,52.5740359,13.3601079
88200,1863.82655,Flybridge,Ferretti power boats,"Used boat,Diesel",1993,11.95,3.96,47.322,GRP,Italy,70,41.87194,12.56738
88200,2665.618956,Pontoon Boat,Airon Marine power boats,"Used boat,Diesel",2004,10.34,3.2,33.088,GRP,Italy Ã‚Â» Lazio Ã‚Â» Roma,99,41.9027835,12.4963655
88200,2342.405507,Motor Yacht,Sea Ray power boats,"Used boat,Diesel",2005,10.82,3.48,37.6536,GRP,Croatia (Hrvatska),79,45.1,15.2
88200,1935.908692,Motor Yacht,Riviera power boats,Used boat,1997,13.6,3.35,45.56,GRP,France Ã‚Â» Frankrijk (France),115,46.227638,2.213749
88200,2808.094444,Motor Yacht,Colombo power boats,"Used boat,Diesel",2004,10.54,2.98,31.4092,GRP,"Italy Ã‚Â» Lombardy, Soiano del Lago",130,45.5272387,10.5151099
88200,4463.562753,Wakeboard/Wakesurf,Nautique power boats,"Used boat,Unleaded",2013,7.6,2.6,19.76,GRP,Italy Ã‚Â» Piemonte Ã‚Â» viverone,245,45.4276049,8.0511769
88200,2672.727273,Motor Yacht,Sessa power boats,"Used boat,Unleaded",2014,11,3,33,GRP,Italy Ã‚Â» Toscana Ã‚Â» Punta ala,111,42.8042106,10.7398283
88200,2027.027027,Motor Yacht,Airon Marine power boats,"Used boat,Diesel",2006,11.76,3.7,43.512,GRP,Italy Ã‚Â» Toscana Ã‚Â» punta ala,203,42.8042106,10.7398283
88199.02,5806.769373,Sport Boat,MasterCraft power boats,"Used boat,Unleaded",2017,6.1,2.49,15.189,GRP,Germany Ã‚Â» Lake Constance Ã‚Â» HANN. MÃƒÂœNDEN/ BODENSEESTUFE BSO2,275,47.6363377,9.3892445
88151,3940.237797,Pilothouse,BÃƒÂ©nÃƒÂ©teau power boats,"Display Model,Unleaded",2019,7.99,2.8,22.372,GRP,Germany Ã‚Â» Schleswig-Holstein Ã‚Â» Flensburg,93,54.7937431,9.4469964
87710,2330.853043,Motor Yacht,Sessa power boats,"Used boat,Diesel",2003,10.6,3.55,37.63,GRP,Germany Ã‚Â» Brandenburg Ã‚Â» GroÃƒÂŸ Kreutz,90,52.4125287,12.5316444
87710,3303.354198,Pilothouse,Quicksilver power boats,new boat from stock,2007,8.91,2.98,26.5518,GRP,Germany Ã‚Â» BOOTSCENTER KESER,173,52.5105444,13.2048416
87710,1671.303354,Motor Yacht,Bayliner power boats,Used boat,1997,12.8,4.1,52.48,GRP,Netherlands Ã‚Â» In verkoophaven,147,52.132633,5.291266
87710,2921.55341,Deck Boat,Makma power boats,Used boat,2005,9.07,3.31,30.0217,GRP,Netherlands Ã‚Â» In verkoophaven,146,52.132633,5.291266
87514,5841.510139,Sport Boat,MasterCraft power boats,"new boat from stock,Unleaded",2007,6.09,2.46,14.9814,GRP,Germany Ã‚Â» HANN. MUENDEN/ MIT BSO2,68,51.419285,9.6557588
87220,3230.37037,Sport Boat,Chaparral power boats,"Used boat,Unleaded",2008,9,3,27,GRP,Croatia (Hrvatska) Ã‚Â» Kvarner,82,44.9,14.6
87220,1317.658007,Flybridge,Astondoa power boats,"Used boat,Diesel",1991,14.58,4.54,66.1932,GRP,Spain Ã‚Â» East Coast,105,40.463667,-3.74922
87220,1843.117366,Flybridge,Ferretti power boats,"Used boat,Diesel",1993,11.95,3.96,47.322,GRP,Italy Ã‚Â» Adria,84,41.87194,12.56738
87220,1843.117366,Flybridge,Ferretti power boats,"Used boat,Diesel",1993,11.95,3.96,47.322,GRP,Italy Ã‚Â» Adria,48,41.87194,12.56738
87220,3119.846905,Sport Boat,Bavaria power boats,"Used boat,Unleaded",2015,9.35,2.99,27.9565,GRP,Spain Ã‚Â» Mallorca Ã‚Â» Palma de Mallorca,217,39.5696005,2.6501603
87220,1803.601413,Flybridge,Bayliner power boats,"Used boat,Diesel",1995,12.12,3.99,48.3588,GRP,Italy,171,41.87194,12.56738
87220,2013.388735,Flybridge,Chris Craft power boats,"Used boat,Diesel",1976,11.4,3.8,43.32,GRP,Italy Ã‚Â» Liguria Ã‚Â» Liguria,56,43.8182074,7.5570538
87220,1547.507523,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1991,13.68,4.12,56.3616,GRP,Portugal Ã‚Â» Lisbon,74,38.7375703,-9.1245698
87220,3159.824366,Motor Yacht,Maxum power boats,"Used boat,Unleaded",2005,9.14,3.02,27.6028,GRP,Germany Ã‚Â» INFO DD-YACHTING,56,51.7189262,7.8198655
87220,2009.746881,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1997,11.89,3.65,43.3985,GRP,Spain Ã‚Â» Ibiza,156,39.0200099,1.4821482
87220,2224.273707,Motor Yacht,Windy power boats,"Used boat,Diesel",1997,11.14,3.52,39.2128,GRP,Croatia (Hrvatska),279,45.1,15.2
87220,3337.159474,Sport Boat,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Unleaded",2016,8.8,2.97,26.136,GRP,Spain Ã‚Â» Mallorca Ã‚Â» Palma,121,39.5696005,2.6501603
87220,2236.410256,Offshore Boat,Hunton power boats,"Used boat,Diesel",1990,13,3,39,GRP,Germany Ã‚Â» Nordsee Ã‚Â» Ostfriesische Insel,91,53.68560906,7.409828666
87220,1379.190386,Flybridge,Horizon Yacht power boats,"Used boat,Diesel",2000,14.88,4.25,63.24,GRP,Croatia (Hrvatska) Ã‚Â» NÃƒÂ¤he Split,219,45.1,15.2
87220,2072.226182,Motor Yacht,Hardy Marine power boats,Used boat,2000,11.5,3.66,42.09,GRP,"Finland Ã‚Â» Helsinki, (FI)",119,60.1698557,24.938379
87220,3851.452795,Sport Boat,Windy power boats,"Used boat,Unleaded",2004,8.45,2.68,22.646,GRP,Germany Ã‚Â» Baden-WÃƒÂ¼rttemberg Ã‚Â» SÃƒÂ¼ddeutschland,332,48.6616037,9.3501336
87220,2535.715739,Sport Boat,Sunseeker power boats,"Used boat,Diesel",2000,11.06,3.11,34.3966,GRP,Spain Ã‚Â» Mallorca Ã‚Â» Palma,245,39.5696005,2.6501603
87220,1499.759268,Flybridge,Sea Ray power boats,"Used boat,Diesel",1996,13.4,4.34,58.156,GRP,Turkey Ã‚Â» INFO DD-YACHTING,226,51.7189262,7.8198655
87220,1712.076005,Motor Yacht,Regal power boats,"Used boat,Diesel",1992,12.8,3.98,50.944,GRP,Netherlands Ã‚Â» In verkoophaven,77,52.132633,5.291266
87220,1925.008111,Motor Yacht,Cranchi power boats,"Used boat,Diesel",1995,11.83,3.83,45.3089,GRP,Croatia (Hrvatska) Ã‚Â» Mali Lo?inj,42,44.5315814,14.4720423
87220,2759.567682,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2007,9.52,3.32,31.6064,GRP,"Netherlands Ã‚Â» Flevoland Ã‚Â» Lelystad, Nederland",233,52.5311521,5.521973
87220,1616.268684,Flybridge,Fairline power boats,"Used boat,Diesel",1990,12.91,4.18,53.9638,GRP,Italy Ã‚Â» Mar Ligure,132,44.3167917,8.3964938
86240,3510.257245,"Bowrider,Cabin Boat,Deck Boat",Bavaria power boats,"Used boat,Unleaded",2016,8.3,2.96,24.568,GRP,Spain Ã‚Â» Mallorca Ã‚Â» Puerto Portals,435,39.52957,2.5659349
86240,2030.131827,Motor Yacht,Ilver power boats,"Used boat,Diesel",1992,11.8,3.6,42.48,GRP,Italy Ã‚Â» Lazio Ã‚Â» Lazio,55,41.6552418,12.989615
86240,2070.618064,Motor Yacht,Tornado power boats,Used boat,2005,10.79,3.86,41.6494,GRP,Italy Ã‚Â» Campania Ã‚Â» Campania,99,40.6670887,15.1068113
86142,2871.4,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2007,10,3,30,GRP,Croatia (Hrvatska) Ã‚Â» Kvarner,129,44.9,14.6
86142,4623.212129,Cabin Boat,Viper power boats,"new boat from stock,Unleaded",2020,7.25,2.57,18.6325,GRP,Germany Ã‚Â» 1,88,51.165691,10.451526
86450,2527.371329,Flybridge,Nimbus power boats,"Used boat,Unleaded",1996,10.15,3.37,34.2055,GRP,Switzerland Ã‚Â» Murtensee Ã‚Â» Sugiez,406,46.96186,7.11292
86029.3,4239.024174,Pilothouse,Parker power boats,"new boat from stock,Unleaded",2020,7.99,2.54,20.2946,GRP,Switzerland Ã‚Â» VierwaldstÃƒÂ¤ttersee Ã‚Â» Stansstad,361,46.977594,8.3374207
85750,2706.755051,Motor Yacht,Skilso power boats,Used boat,2000,9.9,3.2,31.68,GRP,Netherlands Ã‚Â» Drimmelen,141,51.7085524,4.8034905
85750,1570.512821,Motor Yacht,Pfeil power boats,"Used boat,Diesel",1992,13.65,4,54.6,GRP,Germany Ã‚Â» Nordrhein-Westfalen,114,51.4332367,7.6615938
85750,2259.552042,Motor Yacht,Scand power boats,"Used boat,Diesel",2004,11,3.45,37.95,GRP,Germany Ã‚Â» Weser Ã‚Â» Info AMY-Brumund,201,52.55581801,8.977782664
85680.42,5040.024706,Bowrider,Regal power boats,"new boat from stock,Unleaded",2020,6.8,2.5,17,GRP,Germany Ã‚Â» Bayern Ã‚Â» Lindau/Bodensee,43,47.5534983,9.6928605
85712.9,5580.266927,Pilothouse,AMT power boats,"new boat from stock,Unleaded",2020,6.4,2.4,15.36,GRP,Switzerland Ã‚Â» VierwaldstÃƒÂ¤ttersee Ã‚Â» Beckenried,135,46.9704961,8.4657007
85260,2154.3033,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2007,11.34,3.49,39.5766,GRP,Italy Ã‚Â» Mar Tirreno,76,40.6277743,14.8658148
85260,2612.132353,Motor Yacht,Doral power boats,"Used boat,Diesel",2002,9.6,3.4,32.64,GRP,Germany Ã‚Â» Lake Constance Ã‚Â» Konstanz,308,47.6688613,9.1615886
85260,2403.281045,Flybridge,Sealine power boats,"Used boat,Diesel",1997,10.59,3.35,35.4765,GRP,Portugal Ã‚Â» Lisbon Ã‚Â» Lisboa,150,38.7222524,-9.1393366
84280,1366.075047,Motor Yacht,Edership power boats,Used boat,1984,13.71,4.5,61.695,GRP,Croatia (Hrvatska),117,45.1,15.2
84280,1829.672035,Fishing Boat,Boston Whaler power boats,"Used boat,Diesel",2001,11.43,4.03,46.0629,GRP,Italy Ã‚Â» Veneto Ã‚Â» Veneto,122,45.4727059,12.3417755
84280,2252.391897,Motor Yacht,Sessa power boats,"Used boat,Diesel",2007,10.6,3.53,37.418,GRP,Italy Ã‚Â» Sardegna Ã‚Â» Sardegna,73,39.233497,9.096036
84280,1586.596386,Motor Yacht,Pfeil power boats,"Used boat,Diesel",1987,13.28,4,53.12,GRP,Germany Ã‚Â» Nordsee Ã‚Â» Cuxhaven,81,53.859336,8.6879057
84280,1586.596386,Motor Yacht,Pfeil power boats,"Used boat,Diesel",1987,13.28,4,53.12,GRP,Germany Ã‚Â» Cuxhaven,69,53.859336,8.6879057
84242.76,4955.456471,Bowrider,Regal power boats,"new boat from stock,Unleaded",2021,6.8,2.5,17,GRP,Germany Ã‚Â» Lake Constance Ã‚Â» Lindau/Bodensee,128,47.5534983,9.6928605
84182,4550.378378,Sport Boat,Regal power boats,"new boat from stock,Unleaded",2007,7.4,2.5,18.5,GRP,"Germany Ã‚Â» BOOTSSERVICE ENK/TREIS/MOSEL, BOOTSSERVICE ENK/TRE",51,50.1694204,7.29313
84182,4075.623336,Cabin Boat,Viper power boats,"new boat from stock,Unleaded",2007,8.1,2.55,20.655,GRP,Germany Ã‚Â» 1,69,51.165691,10.451526
84182,3717.629394,Cabin Boat,Bayliner power boats,"Used boat,Unleaded",2017,8.88,2.55,22.644,GRP,Spain Ã‚Â» Mallorca Ã‚Â» Mallorca,135,39.6952629,3.0175712
83720,1844.312855,Motor Yacht,Princess power boats,"Used boat,Diesel",1995,11.76,3.86,45.3936,GRP,Switzerland Ã‚Â» Rhein Ã‚Â» Regioport Basel,263,47.5544121,7.5982634
83937,3573.307791,Cabin Boat,Invictus power boats,"new boat from stock,Unleaded",2020,8.7,2.7,23.49,GRP,Switzerland Ã‚Â» Lake Geneva Ã‚Â» Le Bouveret,210,46.3852842,6.8530962
83917.4,4508.052646,Cabin Boat,Eolo power boats,"new boat from stock,Unleaded",2019,7.3,2.55,18.615,GRP,Germany Ã‚Â» Konstanz-Dettingen,116,47.7344745,9.1170835
84175,2393.034826,Motor Yacht,Sealine power boats,"Used boat,Diesel",1999,10.5,3.35,35.175,GRP,Switzerland Ã‚Â» VierwaldstÃƒÂ¤ttersee Ã‚Â» Alpnachstad,397,46.818188,8.227512
